TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2024,8,3,21,0,13XX ALBERNI ST,West End,490722.1954,5459451.3333
Theft from Vehicle,2024,5,8,10,15,13XX BARCLAY ST,West End,490491.5327,5459216.8039
Theft from Vehicle,2024,5,19,0,0,13XX BROUGHTON ST,West End,490007.3972,5458916.4769
Theft from Vehicle,2024,5,14,19,0,13XX BUTE ST,West End,490171.7589,5458654.1587
Theft from Vehicle,2024,1,24,16,0,13XX BUTE ST,West End,490194.916,5458677.7109
Theft from Vehicle,2024,5,14,3,0,13XX CARDERO ST,West End,489742.3108,5458986.1854
Theft from Vehicle,2024,8,8,22,0,13XX CARDERO ST,West End,489766.6902,5459025.408
Theft from Vehicle,2024,2,27,15,48,13XX COMOX ST,West End,490295.7377,5459109.3298
Theft from Vehicle,2024,1,10,5,15,13XX COTTON DR,Grandview-Woodland,494802.0658,5457786.4078
Theft from Vehicle,2024,6,7,17,0,13XX E 13TH AVE,Kensington-Cedar Cottage,494369.0019,5456217.2295
Theft from Vehicle,2024,11,1,20,0,13XX E 13TH AVE,Kensington-Cedar Cottage,494432.0657,5456225.7451
Theft from Vehicle,2024,9,10,5,57,13XX E 14TH AVE,Kensington-Cedar Cottage,494461.6268,5456122.091
Theft from Vehicle,2024,1,2,2,0,13XX E 15TH AVE,Mount Pleasant,494374.3804,5455987.6281
Theft from Vehicle,2024,1,10,21,0,13XX E 17TH AVE,Kensington-Cedar Cottage,494337.8018,5455839.3963
Theft from Vehicle,2024,6,9,5,0,13XX E 17TH AVE,Kensington-Cedar Cottage,494337.8018,5455839.3963
Theft from Vehicle,2024,6,10,22,0,13XX E 18TH AVE,Kensington-Cedar Cottage,494419.5491,5455736.8661
Theft from Vehicle,2024,1,1,20,0,13XX E 19TH AVE,Kensington-Cedar Cottage,494438.0932,5455635.036
Theft from Vehicle,2024,4,16,1,30,13XX E 24TH AVE,Kensington-Cedar Cottage,494385.4056,5455134.7334
Theft from Vehicle,2024,9,16,23,0,13XX E 31ST AVE,Kensington-Cedar Cottage,494255.5777,5454414.1722
Theft from Vehicle,2024,3,31,18,0,13XX E 33RD AVE,Kensington-Cedar Cottage,494430.7873,5454167.0225
Theft from Vehicle,2024,1,4,3,46,13XX E 34TH AVE,Kensington-Cedar Cottage,494255.8638,5454068.6909
Theft from Vehicle,2024,1,3,14,0,13XX E 35TH AVE,Kensington-Cedar Cottage,494253.0246,5453974.5891
Theft from Vehicle,2024,1,31,17,0,13XX E 37TH AVE,Kensington-Cedar Cottage,494243.2325,5453786.1774
Theft from Vehicle,2024,2,22,5,50,13XX E 37TH AVE,Kensington-Cedar Cottage,494329.7057,5453793.1787
Theft from Vehicle,2024,2,9,22,30,13XX E 43RD AVE,Sunset,494320.0645,5453101.8486
Theft from Vehicle,2024,8,13,21,0,13XX E 45TH AVE,Sunset,494184.8389,5452915.8629
Theft from Vehicle,2024,4,27,0,0,13XX E 49TH AVE,Sunset,494309.398,5452508.7994
Theft from Vehicle,2024,6,27,7,30,13XX E 49TH AVE,Sunset,494364.7771,5452498.0324
Theft from Vehicle,2024,2,13,1,0,13XX E 7TH AVE,Grandview-Woodland,494428.9868,5456827.1103
Theft from Vehicle,2024,5,3,18,0,13XX E 7TH AVE,Grandview-Woodland,494451.9497,5456835.7874
Theft from Vehicle,2024,7,13,21,30,13XX E BROADWAY AVE,Grandview-Woodland,494410.1768,5456632.1661
Theft from Vehicle,2024,3,14,6,0,13XX E PENDER ST,Grandview-Woodland,494394.4566,5458620.7865
Theft from Vehicle,2024,1,15,19,30,13XX FOUNTAIN WAY,Fairview,490247.5055,5457194.7968
Theft from Vehicle,2024,4,22,17,0,13XX FOUNTAIN WAY,Fairview,490247.5055,5457194.7968
Theft from Vehicle,2024,7,12,7,56,13XX GRANT ST,Grandview-Woodland,494495.101,5457634.1772
Theft from Vehicle,2024,7,31,17,0,13XX HARO ST,West End,490517.8413,5459341.7143
Theft from Vehicle,2024,4,16,4,0,13XX HARO ST,West End,490544.6115,5459329.1549
Theft from Vehicle,2024,4,6,17,30,13XX HARO ST,West End,490568.9576,5459292.8576
Theft from Vehicle,2024,3,20,17,0,13XX HARWOOD ST,West End,489998.3881,5458773.3473
Theft from Vehicle,2024,9,10,7,0,13XX HOMER ST,Central Business District,490916.6939,5457937.9216
Theft from Vehicle,2024,9,6,16,30,13XX HORNBY ST,Central Business District,490520.7058,5458260.0395
Theft from Vehicle,2024,8,10,9,0,13XX HORNBY ST,Central Business District,490552.8928,5458278.9709
Theft from Vehicle,2024,8,9,0,1,13XX HORNBY ST,Central Business District,490554.9118,5458280.9653
Theft from Vehicle,2024,10,4,9,36,13XX HORNBY ST,Central Business District,490561.759,5458287.7261
Theft from Vehicle,2024,1,10,21,30,13XX HORNBY ST,Central Business District,490564.1722,5458290.1094
Theft from Vehicle,2024,5,1,21,30,13XX HOWE ST,Central Business District,490531.019,5458135.3664
Theft from Vehicle,2024,6,4,10,23,13XX HOWE ST,Central Business District,490531.019,5458135.3664
Theft from Vehicle,2024,5,30,3,5,13XX JERVIS ST,West End,490042.2136,5458762.5387
Theft from Vehicle,2024,1,10,2,4,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494323.9223,5455372.8814
Theft from Vehicle,2024,1,25,20,15,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494323.9223,5455372.8814
Theft from Vehicle,2024,1,10,1,0,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494386.7461,5455331.2932
Theft from Vehicle,2024,3,5,0,0,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494386.7461,5455331.2932
Theft from Vehicle,2024,4,9,21,0,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494389.0103,5455317.8276
Theft from Vehicle,2024,6,25,21,0,13XX LAURIER AVE,Shaughnessy,490177.0445,5455346.2735
Theft from Vehicle,2024,7,27,19,0,13XX NELSON ST,West End,490412.092,5459137.0192
Theft from Vehicle,2024,1,4,17,30,13XX PENTICTON ST,Hastings-Sunrise,496219.0585,5457834.8262
Theft from Vehicle,2024,8,20,16,0,13XX ROBSON ST,West End,490594.2836,5459433.7555
Theft from Vehicle,2024,10,20,18,30,13XX ROBSON ST,West End,490630.0337,5459398.0986
Theft from Vehicle,2024,10,26,16,40,13XX ROBSON ST,West End,490631.1626,5459396.9723
Theft from Vehicle,2024,6,20,16,25,13XX ROBSON ST,West End,490631.1626,5459396.9723
Theft from Vehicle,2024,8,9,17,18,13XX ROBSON ST,West End,490644.2737,5459370.981
Theft from Vehicle,2024,8,11,14,0,13XX ROBSON ST,West End,490644.2737,5459370.981
Theft from Vehicle,2024,1,16,2,0,13XX ROLSTON ST,Central Business District,490735.2931,5458092.4386
Theft from Vehicle,2024,7,8,0,37,13XX SEYMOUR ST,Central Business District,490699.6717,5457993.6499
Theft from Vehicle,2024,9,27,10,30,13XX SLOCAN ST,Hastings-Sunrise,496401.6719,5457754.9008
Theft from Vehicle,2024,10,21,6,35,13XX STATION ST,Strathcona,492872.314,5457740.7252
Theft from Vehicle,2024,6,27,17,0,13XX VENABLES ST,Grandview-Woodland,494385.0291,5458220.7824
Theft from Vehicle,2024,6,7,10,19,13XX W 10TH AVE,Fairview,490141.8007,5456659.8135
Theft from Vehicle,2024,10,14,10,0,13XX W 10TH AVE,Fairview,490141.8007,5456659.8135
Theft from Vehicle,2024,2,18,21,30,13XX W 10TH AVE,Fairview,490259.6521,5456647.7795
Theft from Vehicle,2024,8,23,16,0,13XX W 10TH AVE [BEHIND 1338 W 10TH AVE],Fairview,490263.1294,5456647.6953
Theft from Vehicle,2024,4,27,18,0,13XX W 11TH AVE,Fairview,490153.715,5456546.4179
Theft from Vehicle,2024,7,27,21,0,13XX W 11TH AVE,Fairview,490256.6149,5456544.1413
Theft from Vehicle,2024,7,7,21,55,13XX W 12TH AVE,Fairview,490148.8437,5456446.1667
Theft from Vehicle,2024,2,26,16,0,13XX W 12TH AVE,Fairview,490151.1936,5456455.2545
Theft from Vehicle,2024,7,1,22,0,13XX W 12TH AVE,Fairview,490190.8459,5456445.1157
Theft from Vehicle,2024,2,5,0,30,13XX W 12TH AVE,Fairview,490257.3142,5456443.453
Theft from Vehicle,2024,11,4,13,50,13XX W 13TH AVE,Fairview,490244.506,5456344.9393
Theft from Vehicle,2024,4,1,5,5,13XX W 15TH AVE,Shaughnessy,490246.1387,5456126.4774
Theft from Vehicle,2024,8,4,3,0,13XX W 15TH AVE,Shaughnessy,490246.1387,5456126.4774
Theft from Vehicle,2024,8,1,19,30,13XX W 26TH AVE,Shaughnessy,490087.2317,5455061.7668
Theft from Vehicle,2024,3,15,11,0,13XX W 26TH AVE,Shaughnessy,490208.8644,5455058.7318
Theft from Vehicle,2024,7,1,13,54,13XX W 37TH AVE,Shaughnessy,490186.1552,5453903.9831
Theft from Vehicle,2024,7,20,0,0,13XX W 54TH AVE,Oakridge,490041.483,5452101.4666
Theft from Vehicle,2024,3,10,22,0,13XX W 59TH AVE,Marpole,490233.1547,5451611.0565
Theft from Vehicle,2024,6,25,21,30,13XX W 64TH AVE,Marpole,490081.1021,5451157.8768
Theft from Vehicle,2024,3,21,14,0,13XX W 71ST AVE,Marpole,490067.5531,5450481.4133
Theft from Vehicle,2024,7,19,11,0,13XX W 7TH AVE,Fairview,490240.1982,5456949.9248
Theft from Vehicle,2024,10,4,21,30,13XX W 8TH AVE,Fairview,490130.6556,5456868.3066
Theft from Vehicle,2024,10,16,11,0,13XX W 8TH AVE,Fairview,490264.4986,5456855.4964
Theft from Vehicle,2024,6,6,15,58,13XX W BROADWAY AVE,Fairview,490211.9406,5456765.4993
Theft from Vehicle,2024,10,30,11,30,13XX W BROADWAY AVE,Fairview,490262.3275,5456754.9486
Theft from Vehicle,2024,7,8,8,30,14XX ADANAC ST,Grandview-Woodland,494495.3404,5458320.1078
Theft from Vehicle,2024,5,14,1,0,14XX ALBERNI ST,West End,490623.521,5459545.5748
Theft from Vehicle,2024,6,30,20,0,14XX ANDERSON ST,Fairview,490173.2374,5457687.3241
Theft from Vehicle,2024,7,6,14,0,14XX ANDERSON ST,Fairview,490173.2374,5457687.3241
Theft from Vehicle,2024,7,24,5,37,14XX ANDERSON ST,Fairview,490173.2374,5457687.3241
Theft from Vehicle,2024,9,1,11,20,14XX ANDERSON ST,Fairview,490173.2374,5457687.3241
Theft from Vehicle,2024,9,3,10,57,14XX ANDERSON ST,Fairview,490173.2374,5457687.3241
Theft from Vehicle,2024,3,13,10,30,14XX ANDERSON ST,Fairview,490173.8803,5457691.3213
Theft from Vehicle,2024,8,24,20,0,14XX ARBUTUS ST,Kitsilano,488894.956,5457772.4579
Theft from Vehicle,2024,2,5,5,17,14XX BARCLAY ST,West End,490341.2446,5459365.0758
Theft from Vehicle,2024,7,4,12,46,14XX BURRARD ST,Central Business District,490290.355,5458175.4762
Theft from Vehicle,2024,5,16,15,0,14XX CAMBIE STREET BRDG,Fairview,491642.1726,5457693.2015
Theft from Vehicle,2024,1,13,18,50,14XX CEDAR COTTAGE MEWS,Kensington-Cedar Cottage,494526.6306,5455164.5844
Theft from Vehicle,2024,1,20,15,0,14XX COMMERCIAL DR,Grandview-Woodland,494931.8734,5457707.0393
Theft from Vehicle,2024,10,19,21,38,14XX COMOX ST,West End,490234.574,5459156.9562
Theft from Vehicle,2024,3,24,12,0,14XX CONNAUGHT DR,Shaughnessy,489971.1505,5454747.0455
Theft from Vehicle,2024,5,19,16,0,14XX CREEKSIDE DR,Fairview,489756.421,5457810.4425
Theft from Vehicle,2024,9,22,13,8,14XX CREEKSIDE DR,Fairview,489756.421,5457810.4425
Theft from Vehicle,2024,3,19,18,0,14XX DEVONSHIRE CRES,Shaughnessy,490042.0231,5454870.3288
Theft from Vehicle,2024,8,19,16,10,14XX E 10TH AVE,Kensington-Cedar Cottage,494508.1612,5456513.6008
Theft from Vehicle,2024,3,18,0,10,14XX E 10TH AVE,Kensington-Cedar Cottage,494516.0737,5456513.5771
Theft from Vehicle,2024,3,1,7,30,14XX E 15TH AVE,Kensington-Cedar Cottage,494486.3824,5455978.954
Theft from Vehicle,2024,10,8,14,0,14XX E 17TH AVE,Kensington-Cedar Cottage,494477.0652,5455836.9753
Theft from Vehicle,2024,2,27,18,15,14XX E 1ST AVE,Grandview-Woodland,494517.4107,5457428.5717
Theft from Vehicle,2024,1,3,15,0,14XX E 27TH AVE,Kensington-Cedar Cottage,494452.8363,5454849.8247
Theft from Vehicle,2024,6,27,0,0,14XX E 2ND AVE,Grandview-Woodland,494515.8878,5457328.819
Theft from Vehicle,2024,8,3,13,21,14XX E 45TH AVE,Victoria-Fraserview,494385.3335,5452912.0921
Theft from Vehicle,2024,7,17,0,0,14XX E 45TH AVE,Victoria-Fraserview,494424.5922,5452911.8391
Theft from Vehicle,2024,9,23,20,0,14XX E 49TH AVE,Victoria-Fraserview,494374.9166,5452497.8452
Theft from Vehicle,2024,10,1,7,30,14XX E 54TH AVE,Victoria-Fraserview,494356.7559,5451958.1792
Theft from Vehicle,2024,6,22,19,0,14XX E 58TH AVE,Victoria-Fraserview,494418.1692,5451605.9578
Theft from Vehicle,2024,6,8,17,45,14XX E 8TH AVE,Grandview-Woodland,494505.6851,5456725.7383
Theft from Vehicle,2024,9,11,13,0,14XX E 8TH AVE,Grandview-Woodland,494527.5481,5456734.4683
Theft from Vehicle,2024,10,30,18,30,14XX E 8TH AVE,Grandview-Woodland,494527.5481,5456734.4683
Theft from Vehicle,2024,4,2,23,51,14XX E HASTINGS ST,Grandview-Woodland,494592.7539,5458736.0127
Theft from Vehicle,2024,7,21,15,0,14XX E HASTINGS ST,Grandview-Woodland,494592.7539,5458736.0127
Theft from Vehicle,2024,4,16,8,0,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494477.5646,5455089.5381
Theft from Vehicle,2024,2,17,12,0,14XX E PENDER ST,Grandview-Woodland,494499.4476,5458618.946
Theft from Vehicle,2024,1,3,8,19,14XX E PENDER ST,Grandview-Woodland,494503.8539,5458628.0138
Theft from Vehicle,2024,1,15,23,0,14XX E PENDER ST,Grandview-Woodland,494503.8539,5458628.0138
Theft from Vehicle,2024,5,13,0,0,14XX EIHU LANE,West End,490594.3478,5459518.7634
Theft from Vehicle,2024,8,5,23,55,14XX FRANCES ST,Grandview-Woodland,494590.2771,5458526.9208
Theft from Vehicle,2024,1,16,21,0,14XX GRANT ST,Grandview-Woodland,494551.4437,5457632.2288
Theft from Vehicle,2024,10,23,19,0,14XX GRANVILLE ST,Central Business District,490519.7625,5457978.5259
Theft from Vehicle,2024,4,10,19,42,14XX GRANVILLE ST,Central Business District,490524.4017,5457970.2186
Theft from Vehicle,2024,7,13,22,0,14XX GRAVELEY ST,Grandview-Woodland,494567.6397,5457529.3193
Theft from Vehicle,2024,5,23,0,0,14XX GRAVELEY ST,Grandview-Woodland,494568.3888,5457529.3081
Theft from Vehicle,2024,7,18,18,0,14XX HARO ST,West End,490465.3956,5459393.1506
Theft from Vehicle,2024,10,7,0,0,14XX HORNBY ST,Central Business District,490359.2474,5458085.1554
Theft from Vehicle,2024,8,22,14,43,14XX HORNBY ST,Central Business District,490399.0336,5458138.6624
Theft from Vehicle,2024,10,13,0,0,14XX HORNBY ST,Central Business District,490399.0336,5458138.6624
Theft from Vehicle,2024,11,4,13,30,14XX HORNBY ST,Central Business District,490399.0336,5458138.6624
Theft from Vehicle,2024,3,13,9,0,14XX HORNBY ST,Central Business District,490444.1425,5458171.4983
Theft from Vehicle,2024,9,10,13,7,14XX HOWE ST,Central Business District,490436.0475,5458026.7
Theft from Vehicle,2024,6,30,11,5,14XX HOWE ST,Central Business District,490509.7355,5458101.4225
Theft from Vehicle,2024,8,8,10,15,14XX JOHNSTON ST,Fairview,490250.0735,5457600.5625
Theft from Vehicle,2024,5,2,22,55,14XX KINGSWAY AVE,Kensington-Cedar Cottage,494611.6304,5455160.6355
Theft from Vehicle,2024,8,15,23,30,14XX KITCHENER ST,Grandview-Woodland,494480.2625,5457714.9554
Theft from Vehicle,2024,8,19,19,0,14XX KITCHENER ST,Grandview-Woodland,494480.2625,5457714.9554
Theft from Vehicle,2024,1,5,6,6,14XX LAMEYS MILL RD,Fairview,490113.9073,5457232.0174
Theft from Vehicle,2024,7,14,15,0,14XX MAIN ST,Mount Pleasant,492713.0252,5457766.0988
Theft from Vehicle,2024,7,1,5,30,14XX MINTO CRES,Shaughnessy,490023.8097,5454466.7949
Theft from Vehicle,2024,8,18,1,0,14XX NELSON ST,West End,490311.9489,5459235.6822
Theft from Vehicle,2024,8,18,5,0,14XX NELSON ST,West End,490311.9489,5459235.6822
Theft from Vehicle,2024,7,19,13,58,14XX OLD BRIDGE ST,Fairview,490176.6005,5457495.7943
Theft from Vehicle,2024,7,7,15,0,14XX OLD BRIDGE ST,Fairview,490251.8302,5457580.7036
Theft from Vehicle,2024,9,18,19,57,14XX OLD BRIDGE ST,Fairview,490251.8302,5457580.7036
Theft from Vehicle,2024,9,29,16,0,14XX OLD BRIDGE ST,Fairview,490251.8302,5457580.7036
Theft from Vehicle,2024,7,5,9,30,14XX OLD BRIDGE ST,Fairview,490256.8285,5457585.8274
Theft from Vehicle,2024,7,8,18,0,14XX OLD BRIDGE ST,Fairview,490260.7989,5457589.8975
Theft from Vehicle,2024,4,1,0,0,14XX PANTAGES LANE,West End,490049.9414,5458971.5136
Theft from Vehicle,2024,10,19,22,0,14XX PANTAGES LANE,West End,490049.9414,5458971.5136
Theft from Vehicle,2024,3,29,21,30,14XX PARK DR,Marpole,489934.6886,5451568.5913
Theft from Vehicle,2024,11,2,21,0,14XX PARK DR,Marpole,489951.9681,5451550.3705
Theft from Vehicle,2024,6,14,12,0,14XX PENDRELL ST,West End,490157.2924,5459082.3865
Theft from Vehicle,2024,9,29,18,0,14XX PENNYFARTHING DR,Fairview,489734.6938,5457789.7878
Theft from Vehicle,2024,3,30,16,30,14XX QUEBEC ST,Central Business District,492586.5863,5457740.9297
Theft from Vehicle,2024,4,16,6,0,14XX QUEBEC ST,Central Business District,492586.5863,5457740.9297
Theft from Vehicle,2024,2,6,17,37,14XX ROBSON ST,West End,490526.3701,5459500.8394
Theft from Vehicle,2024,6,1,10,0,14XX STATION ST,Strathcona,492871.707,5457674.859
Theft from Vehicle,2024,1,10,11,0,14XX TRAFALGAR ST,Kitsilano,488061.8231,5457875.4371
Theft from Vehicle,2024,1,20,9,30,14XX W 11TH AVE,Fairview,489936.7822,5456553.4759
Theft from Vehicle,2024,2,23,16,0,14XX W 11TH AVE,Fairview,489983.9613,5456551.7454
Theft from Vehicle,2024,3,13,18,0,14XX W 11TH AVE,Fairview,489997.0435,5456560.4157
Theft from Vehicle,2024,8,6,0,0,14XX W 11TH AVE,Fairview,490083.2211,5456548.1049
Theft from Vehicle,2024,8,8,2,30,14XX W 12TH AVE,Fairview,489973.9462,5456460.2871
Theft from Vehicle,2024,1,1,0,0,14XX W 13TH AVE,Fairview,490082.6798,5456339.9062
Theft from Vehicle,2024,1,31,22,0,14XX W 13TH AVE,Fairview,490082.6798,5456339.9062
Theft from Vehicle,2024,5,1,6,31,14XX W 14TH AVE,Fairview,489945.022,5456242.8705
Theft from Vehicle,2024,6,15,21,46,14XX W 14TH AVE,Fairview,489945.022,5456242.8705
Theft from Vehicle,2024,4,23,5,45,14XX W 40TH AVE,Shaughnessy,490009.9841,5453615.4986
Theft from Vehicle,2024,4,17,10,0,14XX W 48TH AVE,Oakridge,489985.1358,5452784.9668
Theft from Vehicle,2024,4,29,0,0,14XX W 4TH AVE,Fairview,489983.8025,5457255.7502
Theft from Vehicle,2024,7,16,4,0,14XX W 58TH AVE,Marpole,489962.3482,5451731.9382
Theft from Vehicle,2024,3,29,23,0,14XX W 59TH AVE,Marpole,489959.313,5451622.8688
Theft from Vehicle,2024,6,14,4,26,14XX W 62 AVE,Marpole,489976.5977,5451361.2167
Theft from Vehicle,2024,1,4,1,0,14XX W 71ST AVE,Marpole,489967.2066,5450474.794
Theft from Vehicle,2024,6,6,23,0,14XX W 72ND AVE,Marpole,489964.2241,5450333.2012
Theft from Vehicle,2024,10,28,19,13,14XX W 7TH AVE,Fairview,490045.8217,5456954.6839
Theft from Vehicle,2024,6,4,0,0,14XX W 7TH AVE,Fairview,490091.7526,5456953.4365
Theft from Vehicle,2024,4,6,22,30,14XX W GEORGIA ST,West End,490628.8949,5459632.8253
Theft from Vehicle,2024,8,10,2,0,14XX W GEORGIA ST,West End,490628.8949,5459632.8253
Theft from Vehicle,2024,8,29,10,36,14XX W GEORGIA ST,Central Business District,490664.9304,5459609.2937
Theft from Vehicle,2024,8,29,13,54,14XX W GEORGIA ST,Central Business District,490664.9304,5459609.2937
Theft from Vehicle,2024,4,4,10,0,14XX WALNUT ST,Kitsilano,489170.4869,5457867.8154
Theft from Vehicle,2024,9,1,20,0,14XX WESTERN ST,Strathcona,492777.8109,5457764.1913
Theft from Vehicle,2024,4,24,19,0,14XX WILLIAM ST,Grandview-Woodland,494483.0076,5457915.9739
Theft from Vehicle,2024,7,12,14,30,15XX ALBERNI ST,West End,490496.6857,5459672.8692
Theft from Vehicle,2024,3,12,18,40,15XX BARCLAY ST,West End,490266.5758,5459439.2577
Theft from Vehicle,2024,8,23,20,30,15XX BARCLAY ST,West End,490266.5758,5459439.2577
Theft from Vehicle,2024,1,5,13,17,15XX COMMERCIAL DR,Grandview-Woodland,494939.6353,5457622.9999
Theft from Vehicle,2024,4,5,12,0,15XX COMOX ST,West End,490102.379,5459288.8052
Theft from Vehicle,2024,5,6,0,0,15XX COMOX ST,West End,490108.8734,5459282.3087
Theft from Vehicle,2024,6,22,7,0,15XX COMOX ST,West End,490125.8866,5459265.2998
Theft from Vehicle,2024,3,4,18,0,15XX DISCOVERY ST,West Point Grey,485266.6524,5457894.2427
Theft from Vehicle,2024,3,3,21,0,15XX E 10TH AVE,Kensington-Cedar Cottage,494654.4675,5456513.2012
Theft from Vehicle,2024,5,30,21,30,15XX E 10TH AVE,Kensington-Cedar Cottage,494654.4675,5456513.2012
Theft from Vehicle,2024,6,25,22,0,15XX E 10TH AVE,Kensington-Cedar Cottage,494654.4675,5456513.2012
Theft from Vehicle,2024,6,11,22,50,15XX E 11TH AVE,Kensington-Cedar Cottage,494652.9471,5456412.7242
Theft from Vehicle,2024,6,22,22,0,15XX E 12TH AVE,Kensington-Cedar Cottage,494699.5313,5456322.3026
Theft from Vehicle,2024,2,12,18,0,15XX E 13TH AVE,Kensington-Cedar Cottage,494651.276,5456214.3825
Theft from Vehicle,2024,11,4,20,8,15XX E 15TH AVE,Kensington-Cedar Cottage,494703.4552,5455970.413
Theft from Vehicle,2024,5,3,12,0,15XX E 1ST AVE,Grandview-Woodland,494703.5245,5457435.4525
Theft from Vehicle,2024,3,30,2,15,15XX E 21ST AVE,Kensington-Cedar Cottage,494738.6698,5455437.5789
Theft from Vehicle,2024,8,10,23,0,15XX E 4TH AVE,Grandview-Woodland,494705.8884,5457123.1927
Theft from Vehicle,2024,6,22,5,12,15XX E 4TH AVE,Grandview-Woodland,494735.7596,5457122.948
Theft from Vehicle,2024,6,14,0,0,15XX E 60TH AVE,Victoria-Fraserview,494577.0278,5451405.2449
Theft from Vehicle,2024,4,30,13,0,15XX E 6TH AVE,Grandview-Woodland,494659.6183,5456926.9261
Theft from Vehicle,2024,10,3,0,0,15XX E 6TH AVE,Grandview-Woodland,494728.632,5456934.748
Theft from Vehicle,2024,6,8,19,0,15XX E 8TH AVE,Grandview-Woodland,494657.2079,5456722.8689
Theft from Vehicle,2024,6,9,2,0,15XX E 8TH AVE,Grandview-Woodland,494657.2079,5456722.8689
Theft from Vehicle,2024,5,4,0,0,15XX E BROADWAY AVE,Kensington-Cedar Cottage,494668.3725,5456619.3642
Theft from Vehicle,2024,11,5,11,24,15XX E HASTINGS ST,Grandview-Woodland,494702.2158,5458724.7723
Theft from Vehicle,2024,2,18,12,32,15XX E PENDER ST,Grandview-Woodland,494614.3717,5458616.9295
Theft from Vehicle,2024,9,29,1,0,15XX E PENDER ST,Grandview-Woodland,494701.8719,5458615.3694
Theft from Vehicle,2024,7,22,9,5,15XX FRANCES ST,Grandview-Woodland,494698.5347,5458524.5362
Theft from Vehicle,2024,2,26,4,0,15XX FRANKLIN ST,Grandview-Woodland,494616.5822,5458828.5156
Theft from Vehicle,2024,6,28,0,0,15XX FRANKLIN ST,Grandview-Woodland,494616.5822,5458828.5156
Theft from Vehicle,2024,6,30,9,30,15XX GRANVILLE ST,Central Business District,490485.1499,5457930.6398
Theft from Vehicle,2024,9,9,21,30,15XX GRANVILLE ST,Central Business District,490485.1499,5457930.6398
Theft from Vehicle,2024,10,16,14,20,15XX GRANVILLE ST,Central Business District,490485.1499,5457930.6398
Theft from Vehicle,2024,10,29,20,13,15XX GRANVILLE ST,Central Business District,490485.1499,5457930.6398
Theft from Vehicle,2024,3,20,0,0,15XX HARO ST,West End,490319.2247,5459538.9028
Theft from Vehicle,2024,11,6,16,0,15XX HARO ST,West End,490319.2247,5459538.9028
Theft from Vehicle,2024,8,3,18,19,15XX HOWE ST,Central Business District,490413.3335,5458003.6908
Theft from Vehicle,2024,9,8,18,0,15XX JEPSON YOUNG LANE,West End,490119.8035,5459209.9255
Theft from Vehicle,2024,5,12,11,0,15XX JUNG LANE,West End,489807.4161,5458900.1688
Theft from Vehicle,2024,7,28,0,15,15XX MAIN ST,Mount Pleasant,492697.8332,5457658.4092
Theft from Vehicle,2024,2,23,9,0,15XX MAIN ST,Strathcona,492718.4145,5457652.496
Theft from Vehicle,2024,5,18,14,0,15XX MARINER WALK,Fairview,489855.7575,5457511.3968
Theft from Vehicle,2024,7,3,18,15,15XX MARINER WALK,Fairview,489855.7575,5457511.3968
Theft from Vehicle,2024,8,2,14,15,15XX MARINER WALK,Fairview,489855.7575,5457511.3968
Theft from Vehicle,2024,9,12,10,43,15XX MAXINE LANE,West End,489887.4203,5458978.0173
Theft from Vehicle,2024,1,27,17,0,15XX POWELL ST,Grandview-Woodland,494618.6947,5458941.9254
Theft from Vehicle,2024,5,4,19,55,15XX POWELL ST,Grandview-Woodland,494670.11,5458964.4903
Theft from Vehicle,2024,6,29,14,30,15XX QUEBEC ST,Mount Pleasant,492599.6717,5457689.3808
Theft from Vehicle,2024,3,10,14,20,15XX QUEBEC ST,Mount Pleasant,492610.4515,5457742.6134
Theft from Vehicle,2024,8,9,9,15,15XX ROBSON ST,West End,490446.4684,5459579.1065
Theft from Vehicle,2024,2,11,23,0,15XX RUPERT ST,Hastings-Sunrise,497545.7344,5457591.6294
Theft from Vehicle,2024,5,16,12,0,15XX STANLEY PARK DR,Stanley Park,491355.2596,5460631.8938
Theft from Vehicle,2024,5,30,10,45,15XX STANLEY PARK DR,Stanley Park,491355.2596,5460631.8938
Theft from Vehicle,2024,6,17,11,0,15XX STANLEY PARK DR,Stanley Park,491355.2596,5460631.8938
Theft from Vehicle,2024,7,7,11,56,15XX STANLEY PARK DR,Stanley Park,491355.2596,5460631.8938
Theft from Vehicle,2024,9,26,13,0,15XX STANLEY PARK DR,Stanley Park,491355.2596,5460631.8938
Theft from Vehicle,2024,6,22,10,0,15XX STOVOLD LANE,West End,490350.8616,5459444.4746
Theft from Vehicle,2024,9,6,17,0,15XX TED_NORTHE LANE,West End,490274.4271,5459366.9989
Theft from Vehicle,2024,6,1,0,0,15XX TRAFALGAR ST,Kitsilano,488036.3649,5457716.1463
Theft from Vehicle,2024,6,8,17,0,15XX VERNON DR,Strathcona,494276.6448,5457555.2225
Theft from Vehicle,2024,5,15,20,0,15XX VERNON DR,Strathcona,494280.3906,5457630.7631
